,x_val,y_val,x_val,y_val,x_val,y_val,x_val,y_val,x_val,y_val,x_val,y_val
0,0.0,0.024191866527632947,0.0,0.03628779979144942,0.0,0.15724713242961416,0.0,0.8104275286757038,0.0,0.08467153284671532,0.0,0.42335766423357657
1,0.002159879336349925,0.024191866527632947,0.002159879336349925,0.03628779979144942,0.002159879336349925,0.15724713242961416,0.002159879336349925,0.7983315954118873,0.002159879336349925,0.12095933263816475,0.002159879336349925,0.3991657977059436
2,0.00431975867269985,0.024191866527632947,0.00431975867269985,0.03628779979144942,0.00431975867269985,0.15724713242961416,0.00431975867269985,0.7983315954118873,0.00431975867269985,0.16934306569343063,0.00431975867269985,0.38706986444212715
3,0.006479638009049774,0.024191866527632947,0.006479638009049774,0.03628779979144942,0.006479638009049774,0.15724713242961416,0.006479638009049774,0.7862356621480708,0.006479638009049774,0.16934306569343063,0.006479638009049774,0.38706986444212715
4,0.0086395173453997,0.024191866527632947,0.0086395173453997,0.03628779979144942,0.0086395173453997,0.16934306569343063,0.0086395173453997,0.7862356621480708,0.0086395173453997,0.1814389989572471,0.0086395173453997,0.38706986444212715
5,0.010799396681749623,0.024191866527632947,0.010799396681749623,0.03628779979144942,0.010799396681749623,0.16934306569343063,0.010799396681749623,0.7741397288842543,0.010799396681749623,0.1814389989572471,0.010799396681749623,0.3991657977059436
6,0.012959276018099548,0.024191866527632947,0.012959276018099548,0.03628779979144942,0.012959276018099548,0.16934306569343063,0.012959276018099548,0.7620437956204379,0.012959276018099548,0.1814389989572471,0.012959276018099548,0.3991657977059436
7,0.015119155354449474,0.024191866527632947,0.015119155354449474,0.03628779979144942,0.015119155354449474,0.1814389989572471,0.015119155354449474,0.7499478623566214,0.015119155354449474,0.1814389989572471,0.015119155354449474,0.3991657977059436
8,0.0172790346907994,0.024191866527632947,0.0172790346907994,0.03628779979144942,0.0172790346907994,0.1814389989572471,0.0172790346907994,0.737851929092805,0.0172790346907994,0.1814389989572471,0.0172790346907994,0.3991657977059436
9,0.019438914027149323,0.012095933263816474,0.019438914027149323,0.03628779979144942,0.019438914027149323,0.1814389989572471,0.019438914027149323,0.7257559958289884,0.019438914027149323,0.1814389989572471,0.019438914027149323,0.3991657977059436
10,0.021598793363499246,0.012095933263816474,0.021598793363499246,0.03628779979144942,0.021598793363499246,0.1814389989572471,0.021598793363499246,0.7257559958289884,0.021598793363499246,0.1814389989572471,0.021598793363499246,0.3991657977059436
11,0.023758672699849173,0.012095933263816474,0.023758672699849173,0.03628779979144942,0.023758672699849173,0.1814389989572471,0.023758672699849173,0.7257559958289884,0.023758672699849173,0.1814389989572471,0.023758672699849173,0.4112617309697601
12,0.025918552036199097,0.024191866527632947,0.025918552036199097,0.03628779979144942,0.025918552036199097,0.1814389989572471,0.025918552036199097,0.7257559958289884,0.025918552036199097,0.1814389989572471,0.025918552036199097,0.4112617309697601
13,0.02807843137254902,0.03628779979144942,0.02807843137254902,0.03628779979144942,0.02807843137254902,0.1814389989572471,0.02807843137254902,0.713660062565172,0.02807843137254902,0.1814389989572471,0.02807843137254902,0.4112617309697601
14,0.030238310708898947,0.048383733055265894,0.030238310708898947,0.03628779979144942,0.030238310708898947,0.1814389989572471,0.030238310708898947,0.713660062565172,0.030238310708898947,0.1814389989572471,0.030238310708898947,0.4112617309697601
15,0.032398190045248874,0.048383733055265894,0.032398190045248874,0.048383733055265894,0.032398190045248874,0.1814389989572471,0.032398190045248874,0.713660062565172,0.032398190045248874,0.1814389989572471,0.032398190045248874,0.4112617309697601
16,0.0345580693815988,0.06047966631908237,0.0345580693815988,0.048383733055265894,0.0345580693815988,0.1814389989572471,0.0345580693815988,0.7257559958289884,0.0345580693815988,0.1814389989572471,0.0345580693815988,0.4112617309697601
17,0.03671794871794872,0.07257559958289884,0.03671794871794872,0.048383733055265894,0.03671794871794872,0.1814389989572471,0.03671794871794872,0.7257559958289884,0.03671794871794872,0.1814389989572471,0.03671794871794872,0.4112617309697601
18,0.038877828054298645,0.08467153284671532,0.038877828054298645,0.06047966631908237,0.038877828054298645,0.1814389989572471,0.038877828054298645,0.7257559958289884,0.038877828054298645,0.1814389989572471,0.038877828054298645,0.4112617309697601
19,0.04103770739064857,0.08467153284671532,0.04103770739064857,0.06047966631908237,0.04103770739064857,0.1814389989572471,0.04103770739064857,0.7257559958289884,0.04103770739064857,0.1814389989572471,0.04103770739064857,0.4112617309697601
20,0.04319758672699849,0.09676746611053179,0.04319758672699849,0.07257559958289884,0.04319758672699849,0.1814389989572471,0.04319758672699849,0.7257559958289884,0.04319758672699849,0.1814389989572471,0.04319758672699849,0.4112617309697601
21,0.04535746606334842,0.12095933263816475,0.04535746606334842,0.08467153284671532,0.04535746606334842,0.1814389989572471,0.04535746606334842,0.7257559958289884,0.04535746606334842,0.1814389989572471,0.04535746606334842,0.4112617309697601
22,0.047517345399698346,0.3628779979144942,0.047517345399698346,0.09676746611053179,0.047517345399698346,0.1814389989572471,0.047517345399698346,0.7257559958289884,0.047517345399698346,0.1814389989572471,0.047517345399698346,0.4112617309697601
23,0.04967722473604827,1.0523461939520333,0.04967722473604827,0.10886339937434826,0.04967722473604827,0.1814389989572471,0.04967722473604827,0.737851929092805,0.04967722473604827,0.19353493222106358,0.04967722473604827,0.4112617309697601
24,0.051837104072398194,1.3789363920750781,0.051837104072398194,0.13305526590198122,0.051837104072398194,0.1814389989572471,0.051837104072398194,0.737851929092805,0.051837104072398194,0.19353493222106358,0.051837104072398194,0.4112617309697601
25,0.05399698340874812,1.3789363920750781,0.05399698340874812,0.30239833159541185,0.05399698340874812,0.1814389989572471,0.05399698340874812,0.737851929092805,0.05399698340874812,0.19353493222106358,0.05399698340874812,0.4112617309697601
26,0.05615686274509804,1.3789363920750781,0.05615686274509804,1.354744525547445,0.05615686274509804,0.19353493222106358,0.05615686274509804,0.7499478623566214,0.05615686274509804,0.19353493222106358,0.05615686274509804,0.4112617309697601
27,0.05831674208144797,1.3789363920750781,0.05831674208144797,1.3668404588112615,0.05831674208144797,0.229822732012513,0.05831674208144797,0.7620437956204379,0.05831674208144797,0.19353493222106358,0.05831674208144797,0.4112617309697601
28,0.060476621417797895,1.3789363920750781,0.060476621417797895,1.3668404588112615,0.060476621417797895,0.5806047966631908,0.060476621417797895,0.7741397288842543,0.060476621417797895,0.19353493222106358,0.060476621417797895,0.4112617309697601
29,0.06263650075414781,1.3789363920750781,0.06263650075414781,1.3668404588112615,0.06263650075414781,0.9918665276329509,0.06263650075414781,0.7983315954118873,0.06263650075414781,0.20563086548488005,0.06263650075414781,0.4112617309697601
30,0.06479638009049775,1.3789363920750781,0.06479638009049775,1.3668404588112615,0.06479638009049775,1.1612095933263815,0.06479638009049775,0.8346193952033367,0.06479638009049775,0.20563086548488005,0.06479638009049775,0.4112617309697601
31,0.06695625942684767,1.3789363920750781,0.06695625942684767,1.3668404588112615,0.06695625942684767,1.1612095933263815,0.06695625942684767,0.8830031282586026,0.06695625942684767,0.20563086548488005,0.06695625942684767,0.4112617309697601
32,0.0691161387631976,1.3789363920750781,0.0691161387631976,1.3668404588112615,0.0691161387631976,1.1612095933263815,0.0691161387631976,2.044212721584984,0.0691161387631976,0.21772679874869652,0.0691161387631976,0.4112617309697601
33,0.07127601809954752,1.3789363920750781,0.07127601809954752,1.3668404588112615,0.07127601809954752,1.1612095933263815,0.07127601809954752,2.0563086548488005,0.07127601809954752,0.229822732012513,0.07127601809954752,0.4112617309697601
34,0.07343589743589744,1.3789363920750781,0.07343589743589744,1.3668404588112615,0.07343589743589744,1.1612095933263815,0.07343589743589744,2.068404588112617,0.07343589743589744,0.3265901981230448,0.07343589743589744,0.4112617309697601
35,0.07559577677224737,1.3789363920750781,0.07559577677224737,1.3668404588112615,0.07559577677224737,1.1612095933263815,0.07559577677224737,2.068404588112617,0.07559577677224737,1.584567257559958,0.07559577677224737,0.42335766423357657
36,0.07775565610859729,1.3789363920750781,0.07775565610859729,1.3668404588112615,0.07775565610859729,1.1612095933263815,0.07775565610859729,2.068404588112617,0.07775565610859729,1.5966631908237745,0.07775565610859729,0.4475495307612095
37,0.07991553544494721,1.3789363920750781,0.07991553544494721,1.3668404588112615,0.07991553544494721,1.1612095933263815,0.07991553544494721,2.068404588112617,0.07991553544494721,1.5966631908237745,0.07991553544494721,0.5927007299270072
38,0.08207541478129714,1.3789363920750781,0.08207541478129714,1.3668404588112615,0.08207541478129714,1.1612095933263815,0.08207541478129714,2.068404588112617,0.08207541478129714,1.5966631908237745,0.08207541478129714,1.5119916579770591
39,0.08423529411764706,1.3789363920750781,0.08423529411764706,1.3668404588112615,0.08423529411764706,1.1612095933263815,0.08423529411764706,2.068404588112617,0.08423529411764706,1.5966631908237745,0.08423529411764706,1.7660062565172052
40,0.08639517345399698,1.3789363920750781,0.08639517345399698,1.3668404588112615,0.08639517345399698,1.1612095933263815,0.08639517345399698,2.068404588112617,0.08639517345399698,1.5966631908237745,0.08639517345399698,1.7660062565172052
41,0.08855505279034691,1.3789363920750781,0.08855505279034691,1.3668404588112615,0.08855505279034691,1.1612095933263815,0.08855505279034691,2.068404588112617,0.08855505279034691,1.5966631908237745,0.08855505279034691,1.7660062565172052
42,0.09071493212669685,1.3668404588112615,0.09071493212669685,1.3668404588112615,0.09071493212669685,1.1612095933263815,0.09071493212669685,2.068404588112617,0.09071493212669685,1.5966631908237745,0.09071493212669685,1.7660062565172052
43,0.09287481146304677,1.354744525547445,0.09287481146304677,1.3668404588112615,0.09287481146304677,1.1612095933263815,0.09287481146304677,2.068404588112617,0.09287481146304677,1.5966631908237745,0.09287481146304677,1.7660062565172052
